form	lemma	POS	morph
ལེའུ་	ལེའུ་	NOUN
སྟེ་	སྟེ་	PART
།		PUNCT
དེ་ཉིད་	དེ་ཉིད་	NOUN
ཀྱིས་	གིས་	PART
།		PUNCT
ཇོ་བོ་	ཇོ་བོ་	NOUN
ནཱ་	ནཱ་	NO_POS
རོ་	རོ་	NOUN
ཏ་པ་	ཏ་པ་	OTHER
ནི་	ནི་	NO_POS
།།		PUNCT
དབང་	དབང་	NOUN
བསྐུར་	བསྐུར་	NO_POS
དུས་	དུས་	NOUN
སུ་	ལ་	PART
མཐོང་ལམ་	མཐོང་ལམ་	NOUN
སྐྱེ་	སྐྱེ་	NOUN
།།		PUNCT
དེ་	སྟེ་	PART
ནི་	ནི་	NO_POS
སྐད་ཅིག་	སྐད་ཅིག་	OTHER
དེ་	སྟེ་	PART
ལ་	ལ་	PART
འགག་	འགག་	VERB
།		PUNCT
ཆོས་མཆོག་	ཆོས་མཆོག་	PROPN
རྗེས་	རྗེས་	NOUN
ཀྱི་	གི་	PART
མཐོང་ལམ་	མཐོང་ལམ་	NOUN
ནི་	ནི་	NO_POS
།།		PUNCT
འགག་པ་	འགག་པ་	VERB
མེད་	མེད་	VERB
ཅེས་	ཅེས་	PART
གསུང་བ་	གསུང་བ་	VERB
ར་	ལ་	PART
གྲག་	གྲག་	VERB
།		PUNCT
དེ་	སྟེ་	PART
ནི་	ནི་	NO_POS
དཔེ་	དཔེ་	NOUN
ཡི་	གི་	PART
ཡེ་ཤེས་	ཡེ་ཤེས་	NOUN
ལ་	ལ་	PART
།།		PUNCT
མཐོང་བ་	མཐོང་བ་	VERB
འི་	གི་	PART
ལམ་	གམ་	PART
དུ་	ལ་	PART
བཏགས་པ་	བཏགས་པ་	VERB
ར་	ལ་	PART
ཟད་	ཟད་	VERB
།།		PUNCT
འདི་	འདི་	DET
ས་	གིས་	PART
དང་པོ་	དང་པོ་	ADJ
དབང་	དབང་	NOUN
དང་	དང་	NO_POS
།		PUNCT
འཕགས་པ་	འཕགས་པ་	VERB
ལྷ་	ལྷ་	NOUN
ཡི་	གི་	PART
སྤྱོད་	སྤྱོད་	VERB
བསྡུ་	བསྡུ་	VERB
སུ་	ལ་	PART
།		PUNCT
བདེན་པ་	བདེན་པ་	VERB
མཐོང་	མཐོང་	VERB
ཡང་	ཀྱང་	PART
ལ་	ལ་	ADP
ས་	གིས་	PART
མཐའ་	མཐའ་	NOUN
ལ་	ལ་	PART
།།		PUNCT
ཆགས་པ་	ཆགས་པ་	VERB
ར་	ལ་	PART
གསུངས་པ་	གསུངས་པ་	VERB
རྫོགས་རིམ་	རྫོགས་རིམ་	NOUN
གྱི་	གི་	PART
།།		PUNCT
རང་བྱུང་	རང་བྱུང་	NOUN
ཡེ་ཤེས་	ཡེ་ཤེས་	NOUN
རྟོགས་པ་	རྟོགས་པ་	VERB
ནི་	ནི་	NO_POS
།།		PUNCT
དཔེ་	དཔེ་	NOUN
ཡི་	གི་	PART
ཡེ་ཤེས་	ཡེ་ཤེས་	NOUN
ཉིད་	ཉིད་	DET
ལ་	ལ་	PART
དགོངས་	དགོངས་	VERB
།།		PUNCT
རྫོགས་རིམ་	རྫོགས་རིམ་	NOUN
གཉིས་པ་	གཉིས་པ་	NUM
འོ་	གོ་	PART
། །		PUNCT
དེ་	སྟེ་	PART
གཞན་ལུགས་	གཞན་ལུགས་	NO_POS
སྐྱོར་བ་	སྐྱོར་བ་	VERB
འོ་	གོ་	PART
སྙམ་	སྙམ་	VERB
ན་	ལ་	PART
།		PUNCT
དེ་	སྟེ་	PART
གཉིས་	གཉིས་	NUM
གཞན་ལུགས་	གཞན་ལུགས་	NO_POS
ཡིན་	ཡིན་	NO_POS
དུ་	ལ་	PART
ཆུག་	ཆུག་	VERB
ཀྱང་	ཀྱང་	PART
།		PUNCT
དེ་	སྟེ་	PART
དང་	དང་	NO_POS
ལམ་	གམ་	PART
འབྲས་	འབྲས་	NOUN
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
།།		PUNCT
གྲུབ་ཐོབ་	གྲུབ་ཐོབ་	NOUN
རྣམས་	རྣམས་	DET
ཀྱི་	གི་	PART
དགོངས་པ་	དགོངས་པ་	VERB
མཐུན་	མཐུན་	VERB
།།		PUNCT
དེས་ན་	དེས་ན་	NO_POS
ངེད་	ངེད་	PRON
ཀྱི་	གི་	PART
མཐོང་ལམ་	མཐོང་ལམ་	NOUN
ནི་	ནི་	NO_POS
།།		PUNCT
འཕགས་པ་	འཕགས་པ་	VERB
མིན་	མིན་	AUX
ལ་	ལ་	PART
འབྱུང་	འབྱུང་	VERB
མི་	མི་	PART
སྲིད་	སྲིད་	NOUN
།།		PUNCT
ཞེས་་	ཞེས་པ་	PART
འི་	གི་	PART
ཚིག་	ཚིག་	NOUN
འདི་	འདི་	DET
ས་	གིས་	PART
དེ་	སྟེ་	PART
གཉིས་	གཉིས་	NUM
དང་	དང་	NO_POS
རང་ལུགས་	རང་ལུགས་	NOUN
མཐུན་པ་	མཐུན་པ་	VERB
ར་	ལ་	PART
སྨྲས་པ་	སྨྲས་པ་	VERB
འི་	གི་	PART
ཕྱི་	ཕྱི་	OTHER
རང་ལུགས་	རང་ལུགས་	NOUN
ཇི་སྐད་	ཇི་སྐད་	NO_POS
སྨྲས་པ་	སྨྲས་པ་	VERB
དེ་	དེ་	DET
ར་	ལ་	PART
ཟད་	ཟད་	VERB
དོ་	གོ་	PART
། །		PUNCT
དེ་	སྟེ་	PART
ནི་	ནི་	NO_POS
ཉེས་པ་	ཉེས་པ་	VERB
ཆེན་པོ་	ཆེན་པོ་	ADJ
སྟེ་	སྟེ་	PART
།		PUNCT
མཚོན་བྱ་	མཚོན་བྱ་	OTHER
དོན་	དོན་	NOUN
གྱི་	གི་	PART
ལམ་	གམ་	PART
ཕྱག་རྒྱ་	ཕྱག་རྒྱ་	NOUN
ཆེན་པོ་	ཆེན་པོ་	ADJ
དང་	དང་	NO_POS
།		PUNCT
འབྲས་བུ་	འབྲས་བུ་	NOUN
ཕྱག་རྒྱ་	ཕྱག་རྒྱ་	NOUN
ཆེན་པོ་	ཆེན་པོ་	ADJ
མཆོག་	མཆོག་	ADJ
གི་	གི་	PART
དངོས་གྲུབ་	དངོས་གྲུབ་	NOUN
གཏན་མེད་	གཏན་མེད་	NO_POS
དུ་ཐལ་	དུ་ཐལ་	NO_POS
བ་	བ་	ADP
སོ་	གོ་	PART
།།		PUNCT
རྐང་པ་	རྐང་པ་	NOUN
ཕྱི་མ་	ཕྱི་མ་	ADJ
དེ་	དེ་	DET
ས་	གིས་	PART
ནི་	ནི་	NO_POS
།		PUNCT
དེས་ན་	དེས་ན་	NO_POS
གང་ཟག་	གང་ཟག་	NOUN
དབང་པོ་	དབང་པོ་	NOUN
རབ་	རབ་	ADV
།		PUNCT
དབང་	དབང་	NOUN
བསྐུར་	བསྐུར་	NO_POS
ཉིད་	ཉིད་	DET
ཀྱིས་	གིས་	PART
གྲོལ་བ་	གྲོལ་བ་	VERB
ར་	ལ་	PART
གསུངས་	གསུངས་	VERB
། །		PUNCT
ཞེས་་	ཞེས་པ་	PART
འང་	ཀྱང་	PART
བདེན་	བདེན་	VERB
མེད་	མེད་	VERB
དུ་	ལ་	PART
བཏང་	བཏང་	VERB
ལ་	ལ་	PART
།		PUNCT
ཕྱི་མ་	ཕྱི་མ་	ADJ
འདི་	འདི་	DET
འི་	གི་	PART
ཚིག་	ཚིག་	NOUN
གིས་	གིས་	PART
།		PUNCT
དེས་ན་	དེས་ན་	NO_POS
གྲུབ་ཐོབ་	གྲུབ་ཐོབ་	NOUN
ཐམས་ཅད་	ཐམས་ཅད་	DET
ནི་	ནི་	NO_POS
། །		PUNCT
ཕྱོགས་	ཕྱོགས་	NOUN
རེ་	རེ་	DET
འི་	གི་	PART
ཐབས་	ཐབས་	NOUN
ཀྱིས་	གིས་	PART
གྲོལ་བ་	གྲོལ་བ་	VERB
མིན་	མིན་	AUX
། །		PUNCT
ཞེས་་	ཞེས་པ་	PART
འང་	ཀྱང་	PART
ཚད་མ་	ཚད་མ་	NOUN
ས་	གིས་	PART
བསལ་བ་	བསལ་བ་	VERB
ར་	ལ་	PART
བྱ་	བྱ་	VERB
སོ་	གོ་	PART
། །		PUNCT
དབང་	དབང་	NOUN
བསྐུར་	བསྐུར་	NO_POS
གྱི་	གི་	PART
དུས་	དུས་	NOUN
སུ་	ལ་	PART
སྐྱེ་བ་	སྐྱེ་བ་	VERB
འི་	གི་	PART
མཐོང་ལམ་	མཐོང་ལམ་	NOUN
དེ་	སྟེ་	PART
ཆོས་མཆོག་	ཆོས་མཆོག་	PROPN
རྗེས་	རྗེས་	NOUN
ཀྱི་	གི་	PART
མཐོང་ལམ་	མཐོང་ལམ་	NOUN
མ་ཡིན་པ་	མ་ཡིན་པ་	OTHER
ནཱ་	ནཱ་	NO_POS
རོ་	རོ་	NOUN
འི་	གི་	PART
བཞེད་པ་	བཞེད་པ་	VERB
འང་	ཀྱང་	PART
མ་	མ་	PART
ཡིན་	ཡིན་	NO_POS
ཏེ་	སྟེ་	PART
།		PUNCT
ཡ་		
བརྟན་	བརྟན་	VERB
གྱི་	གི་	PART
མཐའ་	མཐའ་	NOUN
ཁོ་ན་	ཁོ་ན་	DET
ཆོས་མཆོག་	ཆོས་མཆོག་	PROPN
མཐའ་མ་	མཐའ་མ་	NOUN
ཡིན་པ་	ཡིན་པ་	AUX
དེ་	དེ་	DET
འི་	གི་	PART
འགྲེལ་ཆེན་	འགྲེལ་ཆེན་	NOUN
གཉིས་	གཉིས་	NUM
སུ་	ལ་	PART
རྒྱུ་	རྒྱུ་	NOUN
འི་	གི་	PART
དེ་ཉིད་	དེ་ཉིད་	NOUN
བཅུ་དྲུག་	བཅུ་དྲུག་	NO_POS
གམ་	གམ་	PART
།		PUNCT
རྒྱུ་	རྒྱུ་	NOUN
འི་	གི་	PART
བདེན་	བདེན་	VERB
དོན་	དོན་	NOUN
བཅུ་གཉིས་	བཅུ་གཉིས་	NO_POS
འབྱེད་པ་	འབྱེད་པ་	VERB
ལ་	ལ་	ADP
ས་	གིས་	PART
གསལ་བ་	གསལ་བ་	VERB
ར་	ལ་	PART
མཐོང་བ་	མཐོང་བ་	VERB
འི་	གི་	PART
ཕྱི་	ཕྱི་	OTHER
རོ་	རོ་	NOUN
། །		PUNCT
འདི་	འདི་	DET
ས་	གིས་	PART
ན་	ལ་	PART
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
ཐེག་པ་	ཐེག་པ་	NOUN
འི་	གི་	PART
གནད་	གནད་	NOUN
ལ་	ལ་	PART
རྩོད་པ་པོ་	རྩོད་པ་པོ་	VERB
མུན་པ་	མུན་པ་	NOUN
ར་	ལ་	PART
འཁྱམ་འཁྱམ་	འཁྱམ་འཁྱམ་	NO_POS
འདྲ་	འདྲ་	VERB
འོ་	གོ་	PART
།།		PUNCT
ནཱ་	ནཱ་	NO_POS
རོ་	རོ་	NOUN
དང་	དང་	NO_POS
ནི་	ནི་	NO_POS
མཻ་		NON_WORD
ཏྲི་པ་	ཏྲི་པ་	NO_POS
འི་	གི་	PART
།།		PUNCT
ཕྱག་རྒྱ་	ཕྱག་རྒྱ་	NOUN
ཆེན་པོ་	ཆེན་པོ་	ADJ
གང་ཡིན་པ་	གང་ཡིན་པ་	NO_POS
།།		PUNCT
དེ་	སྟེ་	PART
ནི་ལ་	ནི་ལ་	NO_POS
ས་	གིས་	PART
དང་	དང་	NO_POS
ཆོ་	ཆོ་	NOUN
དང་	དང་	NO_POS
ནི་	ནི་	NO_POS
།།		PUNCT
དམ་ཚིག་	དམ་ཚིག་	NOUN
དང་	དང་	NO_POS
ནི་	ནི་	NO_POS
ཕྱག་རྒྱ་	ཕྱག་རྒྱ་	NOUN
ཆེ་	ཆེ་	VERB
།།		PUNCT
གསང་སྔགས་	གསང་སྔགས་	NOUN
རྒྱུད་	རྒྱུད་	NOUN
ལ་	ལ་	ADP
ས་	གིས་	PART
ཇི་སྐད་	ཇི་སྐད་	NO_POS
དུ་	ལ་	PART
།།		PUNCT
གསུངས་པ་	གསུངས་པ་	VERB
དེ་ཉིད་	དེ་ཉིད་	NOUN
ཁོང་	ཁོང་	PRON
བཞེད་	བཞེད་	VERB
དོ་	གོ་	PART
།།		PUNCT
ཞེས་་	ཞེས་པ་	PART
ནི་	ནི་	NO_POS
ཇོ་བོ་	ཇོ་བོ་	NOUN
གཉིས་	གཉིས་	NUM
ཀྱི་	གི་	PART
ལུགས་མ་	ལུགས་མ་	NO_POS
མཐོང་བ་	མཐོང་བ་	VERB
ར་	ལ་	PART
དེ་སྐད་	དེ་སྐད་	NO_POS
ཟེ་	ཟེ་	VERB
ཡོང་	ཡོང་	NO_POS
སྙམ་	སྙམ་	VERB
ན་	ནས་	PART
སྦྱར་བ་	སྦྱར་བ་	VERB
ཁོ་ན་	ཁོ་ན་	DET
ཏེ་	སྟེ་	PART
།		PUNCT
ནཱ་	ནཱ་	NO_POS
རོ་པ་	རོ་པ་	NOUN
འི་	གི་	PART
དགྱེས་	དགྱེས་	NO_POS
རྡོ་		
འགྲེལ་ཆེན་	འགྲེལ་ཆེན་	NOUN
དང་	དང་	NO_POS
།		PUNCT
བསྲེ་འཕོ་	བསྲེ་འཕོ་	NOUN
འི་	གི་	PART
མན་ངག་	མན་ངག་	NOUN
གཉིས་ཀ་	གཉིས་ཀ་	OTHER
མཐུན་པ་	མཐུན་པ་	VERB
ར་	ལ་	PART
།		PUNCT
ལ་	ལ་	ADP
ས་	གིས་	PART
དང་	དང་	NO_POS
ཆོ་	ཆོ་	NOUN
དང་	དང་	NO_POS
ཕྱག་རྒྱ་	ཕྱག་རྒྱ་	NOUN
ཆེ་	ཆེ་	VERB
། །		PUNCT
དམ་ཚིག་	དམ་ཚིག་	NOUN
ཅེས་	ཅེས་	PART
བྱ་	བྱ་	VERB
འོད་གསལ་	འོད་གསལ་	NOUN
ཉིད་	ཉིད་	DET
། །		PUNCT
ཅེས་	ཅེས་	PART
བཤད་པ་	བཤད་པ་	VERB
དང་	དང་	NO_POS
།		PUNCT
མཻ་		NON_WORD
ཏྲི་པ་	ཏྲི་པ་	NO_POS
འི་	གི་	PART
ཕྱག་རྒྱ་	ཕྱག་རྒྱ་	NOUN
བཞི་	བཞི་	NUM
བཤད་པ་	བཤད་པ་	VERB
འི་	གི་	PART
གཞུང་	གཞུང་	NOUN
དབང་	དབང་	NOUN
བསྐུར་	བསྐུར་	NO_POS
དེ་	དེ་	DET
ས་	གིས་	PART
བསྟན་	བསྟན་	VERB
ཡིན་	ཡིན་	NO_POS
ལ་	ལ་	PART
།		PUNCT
དེ་	དེ་	DET
ར་	ལ་	PART
།		PUNCT
ལ་	ལ་	ADP
ས་	གིས་	PART
ཀྱི་	གི་	PART
ཕྱག་རྒྱ་	ཕྱག་རྒྱ་	NOUN
ལ་	ལ་	PART
བརྟེན་	བརྟེན་	VERB
ན་	ནས་	PART
།།		PUNCT
ཆོ་	ཆོ་	NOUN
ཀྱི་	གི་	PART
ཕྱག་རྒྱ་	ཕྱག་རྒྱ་	NOUN
རྣམ་པ་	རྣམ་པ་	NOUN
ར་	ལ་	PART
བསྒོམ་	བསྒོམ་	VERB
།།		PUNCT
དེ་	སྟེ་	PART
ཡི་	གི་	PART
སྟེང་	སྟེང་	NOUN
དུ་	ལ་	PART
ཕྱག་རྒྱ་	ཕྱག་རྒྱ་	NOUN
ཆེ་	ཆེ་	VERB
།།		PUNCT
གང་	གང་	NO_POS
ལས་དམ་	ལས་དམ་	NO_POS
ཚིག་	ཚིག་	NOUN
འབྱུང་བ་	འབྱུང་བ་	VERB
འོ་	གོ་	PART
། །		PUNCT
ཞེ་	ཅེས་	PART
དང་	དང་	NO_POS
།		PUNCT
ཀླུ་སྒྲུབ་	ཀླུ་སྒྲུབ་	PROPN
ཀྱི་	གི་	PART
ཕྱག་རྒྱ་	ཕྱག་རྒྱ་	NOUN
བཞི་པ་	བཞི་པ་	ADJ
འང་	ཀྱང་	PART
འགྲོ་	འགྲོ་	VERB
དེ་	སྟེ་	PART
ཀ་	ཀ་	DET
ཡིན་པ་	ཡིན་པ་	AUX
ས་	གིས་	PART
།		PUNCT
བོད་	བོད་	PROPN
དུ་	ལ་	PART
གྲགས་པ་	གྲགས་པ་	VERB
འི་	གི་	PART
ཆོས་ལུགས་	ཆོས་ལུགས་	NOUN
ཀུན་	ཀུན་	DET
ཐོས་པ་	ཐོས་པ་	VERB
ཙམ་	ཙམ་	DET
དུ་མ་	དུ་མ་	ADJ
བཞག་པ་	བཞག་པ་	VERB
འང་	ཀྱང་	PART
ཚིག་ཉམས་	ཚིག་ཉམས་	NO_POS
སུ་	ལ་	PART
ཟད་	ཟད་	VERB
དོ་	གོ་	PART
།།		PUNCT
ཡང་	ཀྱང་	PART
།		PUNCT
འཕགས་པ་	འཕགས་པ་	VERB
ཀླུ་སྒྲུབ་	ཀླུ་སྒྲུབ་	PROPN
ཉིད་	ཉིད་	DET
ཀྱིས་	གིས་	PART
ཀྱང་	ཀྱང་	PART
།		PUNCT
ཕྱག་རྒྱ་	ཕྱག་རྒྱ་	NOUN
བཞི་པ་	བཞི་པ་	ADJ
ར་	ལ་	PART
འདི་སྐད་	འདི་སྐད་	NO_POS
གསུངས་	གསུངས་	VERB
།		PUNCT
ལ་	ལ་	ADP
ས་	གིས་	PART
ཀྱི་	གི་	PART
ཕྱག་རྒྱ་	ཕྱག་རྒྱ་	NOUN
མི་	མི་	PART
ཤེས་པ་	ཤེས་པ་	VERB
ས་	གིས་	PART
།།		PUNCT
ཆོ་	ཆོ་	NOUN
ཀྱི་	གི་	PART
ཕྱག་རྒྱ་	ཕྱག་རྒྱ་	NOUN
འང་	ཀྱང་	PART
མི་	མི་	PART
ཤེ་	ཤེ་	VERB
ན་	ལ་	PART
།།		PUNCT
ཕྱག་རྒྱ་	ཕྱག་རྒྱ་	NOUN
ཆེན་པོ་	ཆེན་པོ་	ADJ
འི་	གི་	PART
མིང་ཙམ་	མིང་ཙམ་	NO_POS
ཡང་	ཀྱང་	PART
།།		PUNCT
རྟོགས་པ་	རྟོགས་པ་	VERB
ཉིད་	ཉིད་	DET
ནི་	ནི་	NO_POS
མི་	མི་	PART
སྲིད་	སྲིད་	NOUN
གསུངས་	གསུངས་	VERB
།།		PUNCT
འདི་	འདི་	DET
ནི་	ནི་	NO_POS
ཀླུ་སྒྲུབ་	ཀླུ་སྒྲུབ་	PROPN
ཀྱི་	གི་	PART
ལུང་	ལུང་	NOUN
ལས་མ་	ལས་མ་	NO_POS
བྱུང་	བྱུང་	VERB
ཞིང་	ཅིང་	PART
།		PUNCT
དེ་	དེ་	DET
ར་	ལ་	PART
ནི་	ནི་	NO_POS
དེ་ལས་	དེ་ལས་	NO_POS
ལོགས་པ་	ལོགས་པ་	NOUN
ཞིག་	ཅིག་	PART
གསུངས་	གསུངས་	VERB
ཏེ་	སྟེ་	PART
།		PUNCT
དེ་	སྟེ་	PART
ལ་	ལ་	PART
དགའ་	དགའ་	VERB
ཞིང་	ཅིང་	PART
མགུ་བ་	མགུ་བ་	VERB
ས་	གིས་	PART
ཆོ་	ཆོ་	NOUN
ཀྱི་	གི་	PART
ཕྱག་རྒྱ་	ཕྱག་རྒྱ་	NOUN
འི་	གི་	PART
གཏམ་	གཏམ་	NOUN
ཙམ་	ཙམ་	DET
ཡང་	ཀྱང་	PART
མི་	མི་	PART
ཤེ་	ཤེ་	VERB
སོ་	གོ་	PART
། །		PUNCT
ཆོ་	ཆོ་	NOUN
ཀྱི་	གི་	PART
ཕྱག་རྒྱ་	ཕྱག་རྒྱ་	NOUN
མི་	མི་	PART
ཤེས་པ་	ཤེས་པ་	VERB
ས་	གིས་	PART
ལ་	ལ་	ADP
ས་	གིས་	PART
ཀྱི་	གི་	PART
ཕྱག་རྒྱ་	ཕྱག་རྒྱ་	NOUN
བཅོས་མ་	བཅོས་མ་	NOUN
འབའ་ཞིག་	འབའ་ཞིག་	NO_POS
ལས་མ་	ལས་མ་	NO_POS
བཅོས་པ་	བཅོས་པ་	VERB
འི་	གི་	PART
ལྷན་ཅིག་	ལྷན་ཅིག་	OTHER
སྐྱེས་པ་	སྐྱེས་པ་	VERB
འི་	གི་	PART
རང་བཞིན་	རང་བཞིན་	NOUN
འབྱུང་	འབྱུང་	VERB
ཞིང་	ཅིང་	PART
སྐྱེ་བ་	སྐྱེ་བ་	VERB
ར་	ལ་	PART
ག་ལ་	ག་ལ་	NO_POS
འགྱུར་	འགྱུར་	VERB
།		PUNCT
རིགས་	རིགས་	NOUN
མཐུན་པ་	མཐུན་པ་	VERB
འི་	གི་	PART
རྒྱུ་ལ་	རྒྱུ་ལ་	NO_POS
ས་	གིས་	PART
རིགས་	རིགས་	NOUN
མཐུན་པ་	མཐུན་པ་	VERB
འི་	གི་	PART
འབྲས་བུ་	འབྲས་བུ་	NOUN
སྐྱེ་བ་	སྐྱེ་བ་	VERB
ར་	ལ་	PART
འགྱུར་	འགྱུར་	VERB
གྱི་	གི་	PART
།		PUNCT
རིགས་	རིགས་	NOUN
མི་མཐུན་པ་	མི་མཐུན་པ་	NO_POS
ལ་	ལ་	ADP
ས་	གིས་	PART
ནི་	ནི་	NO_POS
མ་	མ་	PART
ཡིན་	ཡིན་	NO_POS
ནོ་	གོ་	PART
"།

།"		PUNCT
ཇི་ལྟ་		
སཱ་	སཱ་	NO_POS
ལུའི་		NON_WORD
ས་བོན་	ས་བོན་	NOUN
ལ་	ལ་	ADP
ས་	གིས་	PART
སཱ་	སཱ་	NO_POS
ལུའི་		NON_WORD
མྱུ་གུ་	མྱུ་གུ་	NOUN
སྐྱེ་བ་	སྐྱེ་བ་	VERB
ར་	ལ་	PART
འགྱུར་	འགྱུར་	VERB
གྱི་	གི་	PART
།		PUNCT
ཀོ་ཊ་པ་	ཀོ་ཊ་པ་	NO_POS
ལ་	ལ་	ADP
ས་	གིས་	PART
ནི་	ནི་	NO_POS
མ་	མ་	PART
ཡིན་	ཡིན་	NO_POS
ནོ་	གོ་	PART
། །		PUNCT
དེ་བཞིན་	དེ་བཞིན་	OTHER
དུ་མ་	དུ་མ་	ADJ
བཅོས་པ་	བཅོས་པ་	VERB
འི་	གི་	PART
ཆོ་	ཆོ་	NOUN
ཀྱི་	གི་	PART
ཕྱག་རྒྱ་	ཕྱག་རྒྱ་	NOUN
འི་	གི་	PART
རང་བཞིན་	རང་བཞིན་	NOUN
ལས་མ་	ལས་མ་	NO_POS
བཅོས་པ་	བཅོས་པ་	VERB
འི་	གི་	PART
ལྷན་ཅིག་	ལྷན་ཅིག་	OTHER
སྐྱེས་པ་	སྐྱེས་པ་	VERB
འབྱུང་	འབྱུང་	VERB
ངོ་	གོ་	PART
། །		PUNCT
དེ་	དེ་	DET
འི་	གི་	PART
ཕྱི་	ཕྱི་	OTHER
ཆོ་	ཆོ་	NOUN
ཀྱི་	གི་	PART
ཕྱག་རྒྱ་	ཕྱག་རྒྱ་	NOUN
འི་	གི་	PART
རྒྱུ་ལ་	རྒྱུ་ལ་	NO_POS
ས་	གིས་	PART
མི་ཕྱེད་པ་	མི་ཕྱེད་པ་	PROPN
འི་	གི་	PART
ཕྱག་རྒྱ་	ཕྱག་རྒྱ་	NOUN
ཆེན་པོ་	ཆེན་པོ་	ADJ
སྐྱེ་བ་	སྐྱེ་བ་	VERB
ར་	ལ་	PART
འགྱུར་	འགྱུར་	VERB
རོ་	རོ་	NOUN
། །		PUNCT
ཞེ་	ཅེས་	PART
འབྱུང་བ་	འབྱུང་བ་	VERB
ས་	གིས་	PART
སོ་	གོ་	PART
། །		PUNCT
ཡང་	ཀྱང་	PART
།		PUNCT
དབང་	དབང་	NOUN
བསྐུར་	བསྐུར་	NO_POS
བཞི་པ་	བཞི་པ་	ADJ
མ་	མ་	PART
ཐོབ་པ་	ཐོབ་པ་	VERB
